Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2025-09-24 17:13:40.405
Device ID: STEEG_DG329018
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 500 samples/second
Data type / unit: EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,Fp1,Fp2,AF3,AF4,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T7,C3,Cz,C4,T8,TP7,CP3,CPz,CP4,TP8,P7,P3,Pz,P4,P8,O1,Oz,O2,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.092,211103,14365.27,208011.09,13782.74,58809.43,10586.47,26699.65,31634.51,23452.88,9457.74,10701.77,9233.5,10486.68,13538.57,19177.03,21651.73,9520.13,8036.88,7962.19,8270.34,8249.5,17074.77,22176.75,-185.12,1563.27,16267.51,11736.98,15076.54,11063.27,17089.33,162424.5,103761.16,17238.19,,,,,
0.094,211104,14718.09,208122.55,14002.67,58821.68,10683.29,26874.47,31707.79,23553.67,9577.2,10793.19,9416.17,10580.65,13687.04,19307.89,21801.19,9588.16,8121.45,8011.05,8408.82,8352.42,17146.67,22273.45,-783.96,1535.56,16253.43,11712.88,15069.8,11075.8,17246.62,162428.41,103800.19,17302.96,,,,,
0.096,211105,15293.13,208261.39,14314.79,58834.71,10830.99,27136.64,31813.58,23703.66,9735.9,10924.8,9699.95,10727.47,13907.98,19498.51,22030.05,9709.37,8238.99,8081.58,8606.92,8506.23,17240.0,22426.42,-1526.51,599.0,16226.5,11670.4,15052.73,11089.02,17485.26,162434.32,103853.14,17406.11,,,,,
0.098,211106,15751.79,208354.46,14540.96,58840.41,10944.08,27329.48,31890.12,23812.72,9843.06,11021.59,9917.13,10842.21,14068.63,19635.88,22206.18,9817.02,8320.17,8131.75,8748.15,8619.72,17303.39,22543.84,-1954.52,-108.38,16200.64,11632.89,15035.11,11092.38,17662.68,162436.8,103887.93,17484.8,,,,,
0.100,211107,15851.02,208406.18,14577.78,58839.63,10963.62,27350.77,31902.76,23821.94,9854.09,11034.41,9951.32,10864.65,14079.44,19644.5,22231.58,9854.07,8314.32,8131.54,8750.44,8627.14,17299.25,22560.54,-1817.7,535.06,16184.35,11614.44,15024.15,11076.13,17669.19,162426.89,103878.13,17482.51,,,,,
0.102,211108,15562.61,208390.62,14415.25,58833.6,10884.24,27202.75,31849.27,23734.57,9768.7,10959.96,9797.05,10787.76,13946.52,19528.58,22099.62,9801.31,8229.13,8084.34,8620.55,8531.36,17230.11,22475.66,-1242.41,1648.75,16186.56,11624.17,15025.05,11051.57,17512.18,162411.21,103831.49,17405.51,,,,,
0.104,211109,15040.02,208260.08,14123.24,58821.19,10747.19,26964.78,31752.18,23598.71,9620.27,10835.67,9538.02,10651.8,13745.79,19352.95,21885.23,9686.04,8118.14,8019.03,8435.53,8389.35,17136.88,22337.7,-565.46,1823.3,16211.6,11662.98,15039.62,11040.37,17291.63,162405.92,103781.27,17310.14,,,,,
0.106,211110,14542.75,208077.62,13849.33,58807.48,10621.85,26752.99,31659.24,23480.4,9482.93,10725.2,9302.67,10525.76,13575.35,19204.79,21698.51,9569.94,8038.1,7968.3,8288.95,8272.23,17070.31,22214.03,-106.08,1389.13,16246.27,11711.21,15060.87,11047.01,17118.51,162413.28,103753.16,17244.93,,,,,
0.108,211111,14340.33,207996.82,13758.91,58803.58,10577.38,26681.41,31626.64,23442.06,9443.29,10690.82,9216.98,10478.89,13522.35,19161.26,21636.33,9517.12,8024.46,7955.95,8252.54,8237.57,17062.86,22168.23,-81.86,1442.33,16266.16,11736.64,15074.98,11059.25,17070.34,162421.29,103754.05,17229.99,,,,,
0.110,211112,14563.42,208071.99,13911.74,58812.8,10642.28,26800.08,31676.71,23511.0,9529.4,10754.79,9337.73,10540.8,13624.62,19252.65,21737.26,9556.83,8086.81,7990.68,8351.08,8308.73,17117.78,22231.36,-548.08,1642.79,16259.62,11723.77,15073.26,11071.1,17179.13,162425.24,103783.97,17274.59,,,,,
0.112,211113,15093.34,208207.73,14209.34,58826.06,10780.65,27046.71,31776.89,23652.3,9683.22,10880.71,9602.35,10677.38,13833.12,19433.44,21951.64,9666.57,8199.7,8057.71,8539.67,8453.72,17209.09,22373.4,-1289.15,979.3,16235.66,11685.55,15058.88,11085.04,17403.2,162430.88,103835.27,17370.15,,,,,
0.114,211114,15625.92,208317.0,14480.53,58834.45,10913.8,27278.48,31868.64,23784.08,9815.17,10997.19,9859.28,10811.15,14027.79,19600.5,22159.94,9786.66,8300.99,8119.47,8712.8,8590.8,17288.56,22512.58,-1867.92,2.84,16208.36,11644.58,15040.68,11093.72,17618.02,162435.99,103880.53,17465.48,,,,,
0.116,211115,15870.01,208395.16,14593.89,58836.95,10970.23,27367.32,31907.58,23832.22,9865.13,11042.63,9966.2,10870.1,14096.43,19658.99,22243.97,9853.14,8327.15,8138.34,8767.82,8638.77,17309.16,22569.0,-1929.46,170.92,16186.9,11616.97,15026.21,11083.38,17689.43,162429.58,103886.45,17493.0,,,,,
0.118,211116,15707.87,208415.81,14497.85,58833.34,10922.66,27272.63,31876.62,23774.93,9812.4,10995.29,9871.77,10825.4,14007.3,19581.01,22160.4,9830.04,8263.79,8104.65,8676.68,8573.51,17257.91,22515.75,-1469.49,1322.94,16181.3,11615.36,15022.11,11058.41,17579.22,162413.3,103848.43,17435.25,,,,,
0.120,211117,15231.62,208313.93,14230.1,58821.59,10796.6,27049.04,31787.63,23646.45,9674.87,10879.65,9631.05,10701.07,13816.18,19413.72,21960.22,9728.73,8153.96,8040.96,8497.93,8437.58,17166.46,22386.71,-782.29,1895.51,16200.01,11646.46,15032.75,11041.31,17365.14,162403.87,103795.73,17339.31,,,,,
0.122,211118,14691.31,208130.96,13929.02,58806.95,10658.17,26813.74,31686.24,23514.05,9522.49,10756.12,9371.24,10562.46,13623.96,19246.28,21751.36,9604.4,8058.31,7981.94,8328.45,8304.39,17086.19,22250.23,-218.45,1525.16,16234.31,11695.38,15053.12,11042.94,17165.29,162408.26,103758.67,17260.94,,,,,
0.124,211119,14382.01,208028.84,13776.73,58801.85,10583.72,26694.1,31634.43,23447.84,9451.51,10693.43,9232.21,10485.94,13529.2,19166.17,21642.04,9526.28,8019.57,7955.41,8251.37,8239.48,17055.89,22176.78,-36.88,1346.69,16259.29,11728.57,15069.21,11052.72,17070.0,162415.09,103747.77,17225.89,,,,,
0.126,211120,14483.38,208086.15,13866.3,58810.34,10616.59,26760.2,31664.35,23486.63,9507.59,10728.49,9293.83,10515.81,13586.18,19218.49,21691.99,9537.23,8056.25,7975.16,8307.65,8277.7,17089.04,22208.08,-352.4,1631.14,16258.7,11724.59,15070.74,11062.12,17126.64,162417.06,103765.52,17246.84,,,,,
0.128,211121,14940.35,208207.13,14130.35,58822.4,10738.21,26976.75,31752.68,23611.44,9646.6,10841.1,9524.28,10635.14,13770.14,19378.32,21879.65,9629.92,8157.6,8034.7,8475.77,8405.1,17172.25,22331.06,-1043.23,1311.65,16238.87,11692.32,15059.72,11075.5,17322.58,162421.63,103811.66,17328.87,,,,,
0.130,211122,15494.2,208293.53,14412.92,58828.92,10879.87,27221.42,31846.52,23752.11,9784.24,10967.32,9794.68,10776.63,13979.5,19558.02,22103.79,9753.61,8272.35,8102.98,8666.75,8553.94,17263.91,22477.93,-1724.79,272.56,16213.91,11653.44,15043.98,11089.92,17558.35,162430.76,103865.72,17436.0,,,,,
0.132,211123,15845.96,208362.88,14579.85,58831.44,10965.72,27361.65,31902.3,23830.57,9859.7,11039.75,9957.5,10864.51,14094.99,19657.16,22237.42,9842.59,8329.22,8138.87,8768.21,8637.0,17309.55,22565.59,-1976.59,-42.51,16191.27,11622.25,15029.12,11088.17,17688.48,162430.83,103889.04,17494.05,,,,,
0.134,211124,15819.39,208421.29,14557.76,58831.69,10952.74,27327.76,31896.51,23807.29,9843.91,11022.55,9929.72,10854.51,14056.05,19623.4,22207.36,9849.65,8292.33,8121.28,8722.08,8607.41,17279.88,22547.97,-1665.93,937.61,16178.63,11610.04,15020.57,11065.29,17633.38,162415.61,103862.82,17460.56,,,,,
